"MSE";"MAE";"MAPE";"THEIL";"ARV"
"Oracle";0.000872628383283685;0.0106400556560701;0.0168917006472438;0.178986502494393;0.033309450389373
"SA";0.00405836822991825;0.0420249630714408;0.0754953986468782;0.80730641996019;0.166409954951959
"SM";0.00399675415541408;0.0418127117559197;0.0750464597087821;0.793961323234572;0.162147873558768
"DESBED";0.00458085158540683;0.0456461065190737;0.0860454494954038;0.971536649466444;0.211917014364022
