"MSE";"MAE";"MAPE";"THEIL";"ARV"
"Oracle";2.58746565210753e-06;0.00102278955017761;0.00343287907033751;0.0720975307810271;0.00431764768868366
"SA";8.09856418097496e-05;0.00684891663642917;0.0219948793924381;2.18088442345183;0.211634568517551
"SM";9.29911388852265e-05;0.00760389029077155;0.0247515285328252;2.49993373942935;0.245498172968123
"DESBED";9.07410572528509e-05;0.00743740211467476;0.0244839359484588;2.52031148176148;0.233157458284279
