"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",0.205038426149849,0.201872920092044,0.207331580351534,NA,NA,0.211535190770594,NA,NA,NA,NA
"12",0.205317299353752,0.20174537399005,0.207879113884837,NA,0.203224552413366,0.210978965226481,0.210331331246805,0.214244435260967,0.205033466667355,NA
"13",0.20504514090452,0.202775859087564,0.207993126948187,0.210522671584394,0.204316023731733,0.21035702995094,0.210960495651269,0.215540210973473,0.206163870362326,0.211134384020176
"14",0.204359634862532,0.201312198686939,0.207644739217652,0.209194731343883,0.202507440018799,0.211688080524063,0.21057296148225,0.214003847129253,0.204725791677994,0.208488186203683
"15",0.205705493256263,0.202533238436069,0.2082579582658,0.209925418792818,0.206333359843141,0.210859586613349,0.211238312030983,0.216090923988964,0.206534098339058,0.212121882451042
"16",0.204540554523304,0.201594774833709,0.207620698560053,0.210353383230368,0.202132675380703,0.212080185666903,0.210183010221191,0.214973395106239,0.205387075260103,0.210398230126162
"17",0.205498186107312,0.20232227141863,0.2081608221409,0.208707096923665,0.205126374026697,0.210002123336615,0.210883797332973,0.214470954701201,0.206192453834817,0.20977489036275
"18",0.205068254173901,0.202532476061122,0.208043554872468,0.209818445284935,0.203457667405206,0.210185807637979,0.210521812535804,0.214345333643319,0.205771516433182,0.209406392419058
"19",0.204627049165329,0.202206023745573,0.207484230025281,0.209158872794236,0.202993217663407,0.20967058575905,0.210766237229082,0.214162721552341,0.205865460521836,0.208476165824702
"20",0.205813994731542,0.202152306865403,0.207742980992721,0.209477291657105,0.203252327163068,0.212087175094373,0.210838925262462,0.214857434972956,0.205928810781956,0.210013001507739
"21",0.206350617039835,0.203295812153433,0.20841310171395,0.210647907406661,0.204187720964683,0.210629154669261,0.210981959979391,0.215498063358596,0.206784968756182,0.211950864567271
"22",0.204987141373231,0.202513753380073,0.208155452483912,0.209885074446825,0.202720934165236,0.209991091164516,0.210540436969085,0.213959472109993,0.205594031602016,0.208890639600476
"23",0.206404264084849,0.20385308257717,0.209039014256427,0.21029147908727,0.206327755912477,0.210947985837231,0.212213184809742,0.215444162539764,0.207095140342163,0.210596114942977
"24",0.209159659138039,0.207167255606728,0.210978416728035,0.21313731859016,0.208520598397867,0.211893978457759,0.214109437385572,0.217298534434358,0.209513280098189,0.213986920764379
"25",0.208224080496237,0.207225526865985,0.211017046025912,0.212254345799141,0.2081470886489,0.205927589434896,0.213076058181254,0.214893481168858,0.209186100004383,0.211025682276761
"26",0.206814835679491,0.205170755186186,0.209366451399505,0.211257345882564,0.205836476677375,0.207218338242088,0.21175212716669,0.214196655434703,0.208587689348216,0.208832540548984
"27",0.210956342555649,0.207727096377974,0.210622029748477,0.214084199724591,0.206230674652075,0.215175266488324,0.214474435961707,0.21820509105417,0.212078769960992,0.21457440599449
"28",0.225554093798032,0.223943060683709,0.221556002836421,0.222112203014152,0.221964345305134,0.216066943342949,0.224530827654781,0.222725718647978,0.223735180531183,0.225774675740692
"29",0.20288245307794,0.207248731712878,0.210924653335368,0.21325229468553,0.201909763536557,0.189670023321596,0.210444838542177,0.20721073111137,0.205870774516964,0.198273715601068
"30",0.236277729596436,0.233122968896372,0.226544349621134,0.227529424381738,0.241210806792726,0.23237862275621,0.236486037324164,0.231992084786899,0.234949791209711,0.231486846419573
"31",0.22234085800375,0.227541155077515,0.223780258019923,0.233079279552985,0.208902541665066,0.206853215246476,0.223312096152315,0.22099571289705,0.223903423608196,0.223431207027298
"32",0.229211477342285,0.230882865671046,0.225457019763169,0.227517828806214,0.232264700264468,0.217386595537335,0.230045062773354,0.228019436057415,0.232931514729142,0.225226024412025
