"MSE";"MAE";"MAPE";"THEIL";"ARV"
"Oracle";0.000449937183237428;0.012338843833671;0.0093643003841541;0.414019288777191;0.00576372786575261
"SA";0.0232447993966048;0.13759022049071;0.0943680731151843;21.3925859985697;0.669804794317556
"SM";0.024351327918118;0.140506634845028;0.0961008745423308;22.4105264727373;0.700714044570638
"DESBED";0.0606826692262158;0.222285719277072;0.150452071408861;55.8475442078571;1.73778376512407
