"MSE";"MAE";"MAPE";"THEIL";"ARV"
"Oracle";0.000263042036797504;0.0053130579809525;0.0190152789367179;0.139834525529862;0.186481999246938
"SA";0.00123356087366395;0.0205069846348804;0.0699592288160032;0.648620559758401;1.4700492005971
"SM";0.00122525247876066;0.0203345902984164;0.0692627664715545;0.644058254679696;1.48784624264485
"DESBED";0.00115726043957993;0.020188316759369;0.0695819259497568;0.611638347262142;1.35850704804735
