"MSE";"MAE";"MAPE";"THEIL";"ARV"
"Oracle";1.59974055505411e-05;0.00313437013143867;0.00315576170793515;0.767503972561025;0.00155048998012098
"SA";0.00182640345408984;0.038957334177739;0.0389692755033399;87.5541234350274;0.517657224793681
"SM";0.00171878669018803;0.0383365555189283;0.0385189476422828;82.3724839088055;0.461557307385445
"DESBED";0.000793212674671142;0.0229212717327805;0.0222988075854202;38.0775957071465;0.147148736512571
