"MSE";"MAE";"MAPE";"THEIL";"ARV"
"Oracle";0.0112302622275512;0.0628308645868983;0.126289434202886;0.271613608102256;0.717540261187108
"SA";0.02953636017934;0.13738265454067;0.255203109448352;0.71334788441128;3.3131873711471
"SM";0.0298600947076262;0.137785689706678;0.255278446753637;0.721147865732775;3.35251564892932
"DESBED";0.0242706159427228;0.116095139351397;0.219086789213403;0.587094277505027;1.72735021284743
