"MSE";"MAE";"MAPE";"THEIL";"ARV"
"Oracle";8.28098639761465e-05;0.00321825615579601;0.00437683825044605;0.500317652430708;0.00258339585102595
"SA";0.000862396222837115;0.0177586114351871;0.0261954227407356;5.19672441570248;0.0282693160272529
"SM";0.000794865692313295;0.016742043732754;0.0251057033996662;4.80213056472567;0.0264916135217718
"DESBED";NA;NA;NA;NA;NA
